"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1324","RT @MarkMahon: Weekend Forecasts: #LEGOBatmanMovie - $76M, #FiftyShadesDarker- $38.8M, #JohnWick2 - $24.5M, #SplitMovie - $7.6M &amp; #HiddenFi…",FALSE,0,NA,2017-02-19 07:44:09,FALSE,NA,"833220613414219776",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GemaMethvin",436,TRUE,FALSE,NA,NA
"1325","RT @MarkMahon: Weekend Forecasts: #LEGOBatmanMovie - $76M, #FiftyShadesDarker- $38.8M, #JohnWick2 - $24.5M, #SplitMovie - $7.6M &amp; #HiddenFi…",FALSE,0,NA,2017-02-19 07:44:08,FALSE,NA,"833220611187027968",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AlbertHigney",436,TRUE,FALSE,NA,NA
"1326","RT @LEGOBatmanMovie: His movie. His rules. #LEGOBatmanMovie https://t.co/tlvZjPKgA7",FALSE,0,NA,2017-02-19 07:43:04,FALSE,NA,"833220340427976704",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EvertonVieiraB",84,TRUE,FALSE,NA,NA
"1327","RT @MarkMahon: Weekend Forecasts: #LEGOBatmanMovie - $76M, #FiftyShadesDarker- $38.8M, #JohnWick2 - $24.5M, #SplitMovie - $7.6M &amp; #HiddenFi…",FALSE,0,NA,2017-02-19 07:42:44,FALSE,NA,"833220257007464449",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LoreanRadman",436,TRUE,FALSE,NA,NA
"1328","RT @MarkMahon: Weekend Actuals: #LEGOBatmanMovie - $53M, #FiftyShadesDarker- $46.6, #JohnWick2 - $30.4M, #SplitMovie - $9.5M &amp; #HiddenFigur…",FALSE,0,NA,2017-02-19 07:41:20,FALSE,NA,"833219906153934848",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WhitneyBraam",412,TRUE,FALSE,NA,NA
"1329","RT @MarkMahon: Weekend Forecasts: #LEGOBatmanMovie - $36.4M, #FiftyShadesDarker - $19.1M, #FistFight - $18.5M, #JohnWick2 - $18.1M &amp; #TheGr…",FALSE,0,NA,2017-02-19 07:40:51,FALSE,NA,"833219785034969088",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SuzannaHunte",406,TRUE,FALSE,NA,NA
"1330","RT @TheDCEU: ""Am I going to stand like a dork in the Lego Batman standee fuck yeah I am""

-@ZackSnyder on @verotruesocial
#legobatmanmovie…",FALSE,0,NA,2017-02-19 07:40:39,FALSE,NA,"833219732237017089",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aaronvargas3005",126,TRUE,FALSE,NA,NA
"1331","RT @MarkMahon: Weekend Forecasts: #LEGOBatmanMovie - $36.4M, #FiftyShadesDarker - $19.1M, #FistFight - $18.5M, #JohnWick2 - $18.1M &amp; #TheGr…",FALSE,0,NA,2017-02-19 07:40:29,FALSE,NA,"833219693066539008",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LupitaAgib",406,TRUE,FALSE,NA,NA
"1332","just got back from seeing the #legobatmanmovie it was pretty funny. we wish they would make a #LegoSuperman Movie too now.",FALSE,0,NA,2017-02-19 07:39:00,FALSE,NA,"833219319840387072",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TBOGaming",0,FALSE,FALSE,NA,NA
"1333","RT @MarkMahon: Weekend Forecasts: #LEGOBatmanMovie - $76M, #FiftyShadesDarker- $38.8M, #JohnWick2 - $24.5M, #SplitMovie - $7.6M &amp; #HiddenFi…",FALSE,0,NA,2017-02-19 07:38:25,FALSE,NA,"833219171810959360",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DaleBoni",436,TRUE,FALSE,NA,NA
"1334","RT @TheDCEU: ""Am I going to stand like a dork in the Lego Batman standee fuck yeah I am""

-@ZackSnyder on @verotruesocial
#legobatmanmovie…",FALSE,0,NA,2017-02-19 07:37:51,FALSE,NA,"833219026646138880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GUBLERGRAYM",126,TRUE,FALSE,NA,NA
"1335","#LegoBatmanMovie was so good <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>",FALSE,2,NA,2017-02-19 07:37:40,FALSE,NA,"833218982022770688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","C_Marin_",0,FALSE,FALSE,NA,NA
"1336","RT @UncleOok: tried tweeting this earlier, but I did indeed wear a @richardcheese shirt to go see #LEGOBatmanMovie because appropriate.",FALSE,0,NA,2017-02-19 07:37:14,FALSE,NA,"833218871272173568",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","richardcheese",1,TRUE,FALSE,NA,NA
"1337","RT @nhwelch: I love @richardcheese and I love batman. Who would have thought that they went together so well. #legobatmanmovie",FALSE,0,NA,2017-02-19 07:37:07,FALSE,NA,"833218845934432258",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","richardcheese",1,TRUE,FALSE,NA,NA
"1338","RT @MarkMahon: Weekend Actuals: #LEGOBatmanMovie - $53M, #FiftyShadesDarker- $46.6, #JohnWick2 - $30.4M, #SplitMovie - $9.5M &amp; #HiddenFigur…",FALSE,0,NA,2017-02-19 07:34:52,FALSE,NA,"833218279183364096",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TainaParlato",412,TRUE,FALSE,NA,NA
